delta,frequency
2.88928E-05,1225813000
0.000567828,1231074000
0.000364549,1236335000
0.000161269,1241596000
0.00075799,1246857000
0.000154711,1252118000
0.000351432,1257379000
0.000548152,1262640000
0.000144873,1267901000
0.000741594,1273162000
0.000138314,1278423000
0.000335035,1283684000
0.000531756,1288945000
0.000128477,1294206000
0.000725197,1299467000
7.80819E-05,1304728000
0.000918639,1309989000
0.00011536,1315250000
0.00051208,1320511000
0.000508801,1325772000
0.000105522,1331033000
0.000902242,1336294000
0.000101037,1341555000
0.000695684,1346816000
0.000292405,1352077000
0.000289125,1357338000
0.000485846,1362599000
0.000282567,1367860000
0.000479287,1373121000
0.000276008,1378382000
0.000472729,1383643000
6.94497E-05,1388904000
0.00066617,1394165000
6.28911E-05,1399426000
0.000659612,1404687000
0.000456333,1409948000
5.30533E-05,1415209000
0.000849774,1420470000
0.000153505,1425731000
0.000643215,1430992000
0.000439936,1436253000
0.000236657,1441514000
0.000633378,1446775000
3.00984E-05,1452036000
0.000426819,1457297000
0.00022354,1462558000
0.000420261,1467819000
0.000416981,1473080000
0.000213702,1478341000
0.000410423,1483602000
0.000207143,1488863000
0.000603864,1494124000
0.000200585,1499385000
0.000397306,1504646000
0.000394026,1509907000
0.000390747,1515168000
0.000387468,1520429000
0.000584189,1525690000
0.000180909,1530951000
0.00037763,1536212000
0.000374351,1541473000
0.000171071,1546734000
0.000367792,1551995000
0.000364513,1557256000
0.000361234,1562517000
0.000357954,1567778000
0.000554675,1573039000
4.86042E-05,1578300000
0.000548117,1583561000
0.000144837,1588822000
0.000341558,1594083000
0.000538279,1599344000
6.50006E-05,1604605000
0.00073172,1609866000
0.000128441,1615127000
0.000325162,1620388000
0.000521882,1625649000
0.000118603,1630910000
0.000515324,1636171000
0.000112045,1641432000
0.000508765,1646693000
0.000305486,1651954000
0.000302207,1657215000
0.000498927,1662476000
